city,name_chinese,name_english,address,category_2,category_1,number
San Gabriel,黃金地,AU 79 - TEA SPIRIT,1365 S. San Gabriel Bl. #E,RESTAURANTS-CHINESE FOOD,餐飲食品,626-569-9462
N. Hollywood,萬樂燒臘粉麵家,B.B.Q. UNLIMITED,12980 Sherman Way Bl. #1,RESTAURANTS-CHINESE FOOD,餐飲食品,818-765-7725
Temple City,酷啤酒屋,B2O,8841 E. Las Tunas Dr.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-285-6920
Alhambra,竹園小館,BAMBOO GARDEN CHINESE RESTAURA,2632 W. Valley Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-458-9668
Alhambra,上竹林,BAMBOO HOUSE RESTAURANT & BAR,2718 W. Valley Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-458-8888
Rowland Hts.,香蕉船,BANANA CAFE,1015 S. Nogales St. #108,RESTAURANTS-CHINESE FOOD,餐飲食品,626-965-3166
San Gabriel,馬德望海鮮酒家,BATTAMBANG SEAFOOD RESTAURANT,1806 S. San Gabriel Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-307-3938
San Gabriel,蓬菜閣,BEIJING DUCK HOUSE,6420 Rosemead Bl,RESTAURANTS-CHINESE FOOD,餐飲食品,626-286-5508
City of Industry,京味軒,BEIJING PAVILION RESTAURANT,1390 Fullerton Rd. #101,RESTAURANTS-CHINESE FOOD,餐飲食品,626-810-8866
Milpitas,京味軒,BEIJING PAVILION RESTAURANT,76 S. Abel St,RESTAURANTS-CHINESE FOOD,餐飲食品,408-262-9439
Monterey Park,大餡餅,BEIJING PIE HOUSE,846 E. Garvey Ave. #A,RESTAURANTS-CHINESE FOOD,餐飲食品,626-288-3818
San Gabriel,同順居,BEIJING RESTAURANT,250 W. Valley Bl. #B2,RESTAURANTS-CHINESE FOOD,餐飲食品,626-570-8598
San Gabriel,本色許留山美食,BENSER NOODLE,250 W. Valley Bl. #A,RESTAURANTS-CHINESE FOOD,餐飲食品,626-282-8263
Walnut,大三元便當大王,BENTO KING CORP,20971 Currier Rd. #D,RESTAURANTS-CHINESE FOOD,餐飲食品,909-598-8883
Rowland Hts.,新世紀雲南過橋米線,BEST HOUSE NOODLE,1015 S. Nogales St. #130,RESTAURANTS-CHINESE FOOD,餐飲食品,626-964-6018
Alhambra,新澳門街,BIG 3 RESTAURANT,240 W. Main St.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-300-3990
City of Industry,海盜船,BOAT HOUSE,1390 S. Fullerton Rd. #102,RESTAURANTS-CHINESE FOOD,餐飲食品,626-581-3555
Alhambra,海盜船,BOAT HOUSE,25 W. Valley Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-282-2888
Temple City,休閒小食,BOBALINK,9566 Las Tunas Dr,RESTAURANTS-CHINESE FOOD,餐飲食品,626-309-9685
Los Angeles,梁記餐室,BODA RESTAURANT,2310 Pasadena Ave. #102,RESTAURANTS-CHINESE FOOD,餐飲食品,323-227-8573
Arcadia,沸點臭臭鍋,BOILING POINT,206 S. 1st Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-461-6688
Hacienda Hts.,沸點臭臭鍋,BOILING POINT,2020 S.Hacienda Bl. #E,RESTAURANTS-CHINESE FOOD,餐飲食品,626-369-0928
Monterey Park,沸點臭臭鍋,BOILING POINT,153 W. Garvey Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-288-9876
Westminster,金和燒臘,BOLSA B.B.Q,8938 Bolsa Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,714-903-2485
Temple City,牛魔王休閒餐廳,BULL DEMON KING CAFE,5953 Temple City Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-286-4788
Burbank,林景園,BURNING BONZAI RESTAURANT,4408 W. Magnolia Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,818-848-3769
Tustin,,CAFE CHINA SUPER BUFFET,17631 17th St.,RESTAURANTS-CHINESE FOOD,餐飲食品,714-832-3338
Arcadia,福軒亞敘,CAFE FUSION,510 E. Live Oak Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-447-6488
Alhambra,咖啡點,CAFE SPOT,500 W. Valley Bl. #A,RESTAURANTS-CHINESE FOOD,餐飲食品,626-308-3233
Encino,,CALIFORNIA WOK.,16656 Ventura Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,818-386-0561
Artesia,迦南美食,CANAAN RESTAURANT,11610 South St.,RESTAURANTS-CHINESE FOOD,餐飲食品,562-809-8369
Montebello,廣州餐館,CANTON CITY RESTAURANT,121 N. Garfield Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,323-724-0714
Los Angeles,廣東廚房,CANTON KITCHEN,12511 Venice Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,310-398-0030
Westminster,廣東粥粉麵家,CANTON RESTAURANT,8550 Westminster Ave,RESTAURANTS-CHINESE FOOD,餐飲食品,714-892-2022
Irvine,金都燒臘點心專賣店,CAPITAL B.B.Q. & DIM SUM EXPRE,2700 Alton Pkwy #127,RESTAURANTS-CHINESE FOOD,餐飲食品,949-252-8186
Monterey Park,金都燒臘點心專賣店,CAPITAL B.B.Q. & DIM SUM EXPRESS,727 W. Garvey Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-289-6338
Irvine,金都海鮮酒家,CAPITAL SEAFOOD RESTAURANT,2700 Alton Pkwy #127,RESTAURANTS-CHINESE FOOD,餐飲食品,949-252-8186
Arcadia,金都海鮮酒家,CAPITAL SEAFOOD RESTAURANT,333 E. Huntington Dr.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-574-8889
Monterey Park,金都海鮮酒家,CAPITAL SEAFOOD RESTAURANT,755 W. Garvey Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-282-3318
Garden Grove,金都海鮮酒家,CAPITAL SEAFOOD RESTAURANT,8851 Westminster Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,714-892-4182
Rowland Hts.,金都海鮮酒家,CAPITAL SEAFOOD RESTAURANT,1015 S. Nogales St. #132,RESTAURANTS-CHINESE FOOD,餐飲食品,626-839-7738
Los Angeles,海城酒家,CBS SEAFOOD RESTAURANT,700 N. Spring St.,RESTAURANTS-CHINESE FOOD,餐飲食品,213-617-2323
Arcadia,樓外樓,CHANG'S GARDEN,627 W. Duarte Rd.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-445-0707
Artesia,西門町,YUMMY BOBA,18349 Pioneer Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,562-809-2213
Monterey Park,深井海鮮燒臘美食坊,SHAM TSENG BBQ SHOP,634 W. Garvey Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-289-4858
San Gabriel,乾杯鋼琴酒吧餐廳,CHEERS BAR & GRILL,717 S. San Gabriel Bl,RESTAURANTS-CHINESE FOOD,餐飲食品,626-309-9729
San Gabriel,小美(海派)快餐冰果,SHAU MAY RESTAURANT,830 E. Valley Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-569-9600
Alhambra,深井海鮮燒臘美食坊,SHAM TSENG BBQ SHOP,203 W. Valley Blvd.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-570-9851 626-570-9678
Cerritos,大肚魚餐廳,GUPPY TEAHOUSE INC.,11803 E. South St.,RESTAURANTS-CHINESE FOOD,餐飲食品,562-865-7288
San Gabriel,沸騰魚鄉/草原小肥羊,TANYUTOU RESTAURANT,529 E. Valley Bl. #168,RESTAURANTS-CHINESE FOOD,餐飲食品,626-280-8909
San Gabriel,永和豆漿餐廳總店,YUNG HO TOU CHIANG YUNG HO CITY RESTAURANT,1045 E. Valley Bl. #A105,RESTAURANTS-CHINESE FOOD,餐飲食品,626-280-9317
Monterey Park,鹿鼎記,DUCKS HOUSE,501 S. Atlantic Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-284-3227
San Gabriel,上海王家沙,WANG JIA RESTAURANT,156 S. San Gabriel Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-291-2233
San Gabriel,米雪兒餡餅,MICHELLE'S PANCAKE INC.,706 W. Las tunas Dr. #B3-B4,RESTAURANTS-CHINESE FOOD,餐飲食品,626-293-8098
Hacienda Hts.,雲南過橋園,YUNJUI GARDEN INC.,1229 S. Hacienda Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-330-8145
El Monte,金元寶,CHOPSTICKS KITCHEN.DUMPLING HOUSE,10053 Valley Bl. #2,RESTAURANTS-CHINESE FOOD,餐飲食品,626-350-0188
El Monte,上海竹之味,BAMBOO WOK,9550 Flair Dr. #115,RESTAURANTS-CHINESE FOOD,餐飲食品,626-443-6428 626-279-6699
Arcadia,宮保屋,KUNG PAO HOUSE,1220 S. Golden West Ave. #G,RESTAURANTS-CHINESE FOOD,餐飲食品,626-446-1538
Rowland Hts.,清真館,V.I.P. CHINESE RESTAURANT,18331 E. Colima Rd.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-810-2499
City of Industry,米雪兒餡餅,MICHELLE'S PANCAKE INC.,18558 E. Gale Ave. #270,RESTAURANTS-CHINESE FOOD,餐飲食品,626-965-5555
Hacienda Hts.,大肚魚餐廳,GUPPY TEAHOUSE INC.,17188 Colima Rd.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-965-7288
Anaheim,大肚魚餐廳,GUPPY TEAHOUSE INC.,5642 E. La Palma Ave. #108,RESTAURANTS-CHINESE FOOD,餐飲食品,714-695-1958
Huntington Beach,清真館,LOTUS CHINESE EATERY,16883 Beach Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,714-848-4940
Westminster,海景閣,SEA FOOD COVE #2 CHINESE RESTAURANT,9211 Bolsa Ave. #106,RESTAURANTS-CHINESE FOOD,餐飲食品,714-893-1976
Irvine,大肚魚餐廳,GUPPY TEAHOUSE INC.,2730 Alton Parkway. #101,RESTAURANTS-CHINESE FOOD,餐飲食品,949-851-9788
Los Angeles,人人海鮮酒家,GOLDEN CITY SEAFOOD RESTAURANT,960 N. Hill St.,RESTAURANTS-CHINESE FOOD,餐飲食品,213-253-2660
Los Angeles,龍宮,THE DRAGON RESTAURANT,966 S. Vermont Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,213-387-8833
Los Angeles,豐茂羊肉串,FENG MAO LAMB KEBAB,414 S. Wester Ave. #E,RESTAURANTS-CHINESE FOOD,餐飲食品,213-388-9299
Los Angeles,國賓飯店,V.I.P. CHINESE RESTAURANT,705 1/2 S. Western Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,213-389-8532
Los Angeles,福州飯店,FOO - CHOW RESTAURANT,949 N. Hill St.,RESTAURANTS-CHINESE FOOD,餐飲食品,213-485-1294
Los Angeles,小王宮,LITTLE WANG KONG,691 S. Hoover St.,RESTAURANTS-CHINESE FOOD,餐飲食品,213-487-3749
Los Angeles,燕京飯店,YOUNG KING RESTAURANT,3100 W. Olympic Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,213-487-6154
Los Angeles,旺角酒家,WON KOK RESTAURANT,20810 Alpine St.,RESTAURANTS-CHINESE FOOD,餐飲食品,213-613-0700
Los Angeles,,WOK INN RESTAURANT,201 N. Los Angeles St.,RESTAURANTS-CHINESE FOOD,餐飲食品,213-613-0738
Los Angeles,富春樓,PLUM TREE INN,913 N. Broadway,RESTAURANTS-CHINESE FOOD,餐飲食品,213-613-1819
Los Angeles,海城酒家,CBS SEAFOOD RESTAURANT,700 N. Spring St.,RESTAURANTS-CHINESE FOOD,餐飲食品,213-617-2323
Los Angeles,合和海鮮燒臘麵家,HOP WOO B.B.Q. RESTAURANT,845 N. Broadway,RESTAURANTS-CHINESE FOOD,餐飲食品,213-617-3038
Los Angeles,漁村海鮮酒家,FULL HOUSE SEAFOOD RESTAURANT,963 N. Hill St.,RESTAURANTS-CHINESE FOOD,餐飲食品,213-617-8382
Los Angeles,石頭記,YUM CHA CAFE,638 N. Broadway Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,213-617-8698
Los Angeles,漢宮大酒樓,EMPRESS PAVILION RESTAURANT,988 N. Hill St. #201,RESTAURANTS-CHINESE FOOD,餐飲食品,213-617-9898
Los Angeles,識飲色食,JR BISTRO,750 N. Hill St. #F,RESTAURANTS-CHINESE FOOD,餐飲食品,213-620-0838
Los Angeles,怡園飯店,YANG CHOW RESTAURANT,819 N. Broadway,RESTAURANTS-CHINESE FOOD,餐飲食品,213-625-0811
Los Angeles,上海菜館,MANDARIN CHATEAU,970 N.Broadway #114,RESTAURANTS-CHINESE FOOD,餐飲食品,213-625-1195
Los Angeles,聯和燒腊快餐,LIEN - HOA B.B.Q. RESTAURANT,721 N. Broadway,RESTAURANTS-CHINESE FOOD,餐飲食品,213-625-5001
Los Angeles,新新新燒臘,LUCKY DELI,706 N. Broadway,RESTAURANTS-CHINESE FOOD,餐飲食品,213-625-7847
Los Angeles,高朋飯店,CHINESE FRIENDS RESTAURANT,984 N. Broadway,RESTAURANTS-CHINESE FOOD,餐飲食品,213-626-1837
Los Angeles,金龍大酒家,GOLDEN DRAGON RESTAURANT,960 N. Broadway,RESTAURANTS-CHINESE FOOD,餐飲食品,213-626-2039
Los Angeles,大班樓中餐廳,TAIPAN RESTAURANT,330 S. Hope St. 2nd Fl.,RESTAURANTS-CHINESE FOOD,餐飲食品,213-626-6688
Los Angeles,真美麵家,ZEN MEI BISTRO,800 Yale St.,RESTAURANTS-CHINESE FOOD,餐飲食品,213-626-7113
Los Angeles,美香海鮮酒家,MAY FLOWER SEAFOOD RESTAURANT,679 N. Spring St.,RESTAURANTS-CHINESE FOOD,餐飲食品,213-628-0116
Los Angeles,玉宮酒家,HOP LOUIE RESTAURANT,950 Mei Ling Way,RESTAURANTS-CHINESE FOOD,餐飲食品,213-628-4244
Los Angeles,萬里香餐館,GOOD TASTE,625 W. College St. #109,RESTAURANTS-CHINESE FOOD,餐飲食品,213-628-8288
Los Angeles,鳳城菜館,PHOENIX INN CHINESE CUISINE,301 Ord St.,RESTAURANTS-CHINESE FOOD,餐飲食品,213-629-2812
Alhambra,深井海鮮燒臘美食坊,SHAM TSENG BBQ SHOP,203 W. Valley Blvd.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-570-9851 626-570-9678
Artesia,西門町,YUMMY BOBA,18349 Pioneer Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,562-809-2213
Monterey Park,深井海鮮燒臘美食坊,SHAM TSENG BBQ SHOP,634 W. Garvey Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-289-4858
San Gabriel,乾杯鋼琴酒吧餐廳,CHEERS BAR & GRILL,717 S. San Gabriel Bl,RESTAURANTS-CHINESE FOOD,餐飲食品,626-309-9729
San Gabriel,小美(海派)快餐冰果,SHAU MAY RESTAURANT,830 E. Valley Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-569-9600
Anaheim,大肚魚餐廳,GUPPY TEAHOUSE INC.,5642 E. La Palma Ave. #108,RESTAURANTS-CHINESE FOOD,餐飲食品,714-695-1958
Arcadia,宮保屋,KUNG PAO HOUSE,1220 S. Golden West Ave. #G,RESTAURANTS-CHINESE FOOD,餐飲食品,626-446-1538
Cerritos,大肚魚餐廳,GUPPY TEAHOUSE INC.,11803 E. South St.,RESTAURANTS-CHINESE FOOD,餐飲食品,562-865-7288
City of Industry,米雪兒餡餅,MICHELLE'S PANCAKE INC.,18558 E. Gale Ave. #270,RESTAURANTS-CHINESE FOOD,餐飲食品,626-965-5555
El Monte,上海竹之味,BAMBOO WOK,9550 Flair Dr. #115,RESTAURANTS-CHINESE FOOD,餐飲食品,626-443-6428 626-279-6699
El Monte,金元寶,CHOPSTICKS KITCHEN.DUMPLING HOUSE,10053 Valley Bl. #2,RESTAURANTS-CHINESE FOOD,餐飲食品,626-350-0188
Hacienda Hts.,大肚魚餐廳,GUPPY TEAHOUSE INC.,17188 Colima Rd.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-965-7288
Hacienda Hts.,雲南過橋園,YUNJUI GARDEN INC.,1229 S. Hacienda Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-330-8145
Huntington Beach,清真館,LOTUS CHINESE EATERY,16883 Beach Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,714-848-4940
Irvine,大肚魚餐廳,GUPPY TEAHOUSE INC.,2730 Alton Parkway. #101,RESTAURANTS-CHINESE FOOD,餐飲食品,949-851-9788
Monterey Park,鹿鼎記,DUCKS HOUSE,501 S. Atlantic Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-284-3227
Rowland Hts.,清真館,V.I.P. CHINESE RESTAURANT,18331 E. Colima Rd.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-810-2499
San Gabriel,米雪兒餡餅,MICHELLE'S PANCAKE INC.,706 W. Las tunas Dr. #B3-B4,RESTAURANTS-CHINESE FOOD,餐飲食品,626-293-8098
San Gabriel,沸騰魚鄉/草原小肥羊,TANYUTOU RESTAURANT,529 E. Valley Bl. #168,RESTAURANTS-CHINESE FOOD,餐飲食品,626-280-8909
San Gabriel,上海王家沙,WANG JIA RESTAURANT,156 S. San Gabriel Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-291-2233
San Gabriel,永和豆漿餐廳總店,YUNG HO TOU CHIANG YUNG HO CITY RESTAURANT,1045 E. Valley Bl. #A105,RESTAURANTS-CHINESE FOOD,餐飲食品,626-280-9317
Westminster,海景閣,SEA FOOD COVE #2 CHINESE RESTAURANT,9211 Bolsa Ave. #106,RESTAURANTS-CHINESE FOOD,餐飲食品,714-893-1976
Alhambra,魯味居,101 NOODLE EXPRESS,1408 Valley Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-300-8654
Alhambra,石舞貓,15 CATS CAFE,640 W. Valley Bl. #A,RESTAURANTS-CHINESE FOOD,餐飲食品,626-293-8999
Alhambra,嘴香園,A & E RESTAURANT,1269 E. Valley Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-284-3549
Alhambra,牛肉麵大王,ACC CHINESE FAST FOOD,38 S. Palm Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-281-8577
Alhambra,竹園小館,BAMBOO GARDEN CHINESE RESTAURA,2632 W. Valley Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-458-9668
Alhambra,上竹林,BAMBOO HOUSE RESTAURANT & BAR,2718 W. Valley Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-458-8888
Alhambra,新澳門街,BIG 3 RESTAURANT,240 W. Main St.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-300-3990
Alhambra,海盜船,BOAT HOUSE,25 W. Valley Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-282-2888
Alhambra,咖啡點,CAFE SPOT,500 W. Valley Bl. #A,RESTAURANTS-CHINESE FOOD,餐飲食品,626-308-3233
Alhambra,菲士港式西餐,FACE CAFÉ,301 E. Valley Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-282-8899
Alhambra,不見不散,GINKGO HOUSE,405 W. Main St.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-457-5907
Alhambra,黃金海岸自助餐,GOLDEN COAST BUFFET,2223 W. Commonwealth Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-576-7688
Alhambra,台中港台灣綜合料理,HAPPY GARDEN,1277 E.Valley Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-281-9261
Alhambra,凱悅美食,HAPPY HARBOR CUISINE,736 E. Valley Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-282-3838
Alhambra,康康小美小吃世界,KANG KANG FOOD COURT,27 E. Valley Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-308-3898
Alhambra,金水潮州粿條,KIM CHUY CHINESE RESTAURANT,501 W. Valley Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-282-9080
Alhambra,京華酒樓,KING HUA RESTAURANT INC,2000 W. Main St.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-282-8833
Alhambra,小吃世界,LEE'S GARDEN,1428 S. Atlantic Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-284-0320
Alhambra,金凱旋宮,LUNASIA CHINESE CUISINE,500 W. Main St. #A,RESTAURANTS-CHINESE FOOD,餐飲食品,626-308-3222
Alhambra,媽媽家,MAMA'S KITCHEN,1308 E. Valley Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-289-8984
Alhambra,明華麵館,MING-WA NOODLE HOUSE,1227 W.Valley Bl. #105,RESTAURANTS-CHINESE FOOD,餐飲食品,626-458-8338
Alhambra,政記牛肉麵大王,NEW KING RESTAURANT,1265 E. Valley Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-281-4836
Alhambra,金山城重慶火鍋旗艦店,OLD CHONG QING,1468 E. Valley Blvd.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-293-8868
Alhambra,老鄉親冰果小吃,OLD COUNTRY CAFE,2 E. Valley Bl. #1E,RESTAURANTS-CHINESE FOOD,餐飲食品,626-284-4610
Alhambra,鳳城美食坊,PHOENIX FOOD BOUTIQUE,31 E. Valley Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-284-2388
Alhambra,鳳城菜館,PHOENIX INN CHINESE CUISINE,208 E. Valley Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-299-1238
Alhambra,鳳城甜品,PHOENIX INN CHINESE CUISINE,220 E. Valley Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-299-1918
Alhambra,龍之饕,RAYMOND FINE DINING,1 W. Main St.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-289-7938
Artesia,西門町,YUMMY BOBA,18349 Pioneer Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,562-809-2213
Alhambra,深井海鮮燒臘美食坊,SHAM TSENG BBQ SHOP,203 W. Valley Blvd.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-570-9851 626-570-9678
Monterey Park,深井海鮮燒臘美食坊,SHAM TSENG BBQ SHOP,634 W. Garvey Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-289-4858
San Gabriel,乾杯鋼琴酒吧餐廳,CHEERS BAR & GRILL,717 S. San Gabriel Bl,RESTAURANTS-CHINESE FOOD,餐飲食品,626-309-9729
San Gabriel,小美(海派)快餐冰果,SHAU MAY RESTAURANT,830 E. Valley Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-569-9600
El Monte,金元寶,CHOPSTICKS KITCHEN.DUMPLING HOUSE,10053 Valley Bl. #2,RESTAURANTS-CHINESE FOOD,餐飲食品,626-350-0188
San Gabriel,永和豆漿餐廳總店,YUNG HO TOU CHIANG YUNG HO CITY RESTAURANT,1045 E. Valley Bl. #A105,RESTAURANTS-CHINESE FOOD,餐飲食品,626-280-9317
Cerritos,大肚魚餐廳,GUPPY TEAHOUSE INC.,11803 E. South St.,RESTAURANTS-CHINESE FOOD,餐飲食品,562-865-7288
Arcadia,宮保屋,KUNG PAO HOUSE,1220 S. Golden West Ave. #G,RESTAURANTS-CHINESE FOOD,餐飲食品,626-446-1538
Hacienda Hts.,雲南過橋園,YUNJUI GARDEN INC.,1229 S. Hacienda Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-330-8145
San Gabriel,上海王家沙,WANG JIA RESTAURANT,156 S. San Gabriel Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-291-2233
Huntington Beach,清真館,LOTUS CHINESE EATERY,16883 Beach Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,714-848-4940
Hacienda Hts.,大肚魚餐廳,GUPPY TEAHOUSE INC.,17188 Colima Rd.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-965-7288
Rowland Hts.,清真館,V.I.P. CHINESE RESTAURANT,18331 E. Colima Rd.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-810-2499
City of Industry,米雪兒餡餅,MICHELLE'S PANCAKE INC.,18558 E. Gale Ave. #270,RESTAURANTS-CHINESE FOOD,餐飲食品,626-965-5555
Irvine,大肚魚餐廳,GUPPY TEAHOUSE INC.,2730 Alton Parkway. #101,RESTAURANTS-CHINESE FOOD,餐飲食品,949-851-9788
Monterey Park,鹿鼎記,DUCKS HOUSE,501 S. Atlantic Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-284-3227
San Gabriel,沸騰魚鄉/草原小肥羊,TANYUTOU RESTAURANT,529 E. Valley Bl. #168,RESTAURANTS-CHINESE FOOD,餐飲食品,626-280-8909
Anaheim,大肚魚餐廳,GUPPY TEAHOUSE INC.,5642 E. La Palma Ave. #108,RESTAURANTS-CHINESE FOOD,餐飲食品,714-695-1958
San Gabriel,米雪兒餡餅,MICHELLE'S PANCAKE INC.,706 W. Las tunas Dr. #B3-B4,RESTAURANTS-CHINESE FOOD,餐飲食品,626-293-8098
Westminster,海景閣,SEA FOOD COVE #2 CHINESE RESTAURANT,9211 Bolsa Ave. #106,RESTAURANTS-CHINESE FOOD,餐飲食品,714-893-1976
El Monte,上海竹之味,BAMBOO WOK,9550 Flair Dr. #115,RESTAURANTS-CHINESE FOOD,餐飲食品,626-443-6428 626-279-6699
Alhambra,龍之饕,RAYMOND FINE DINING,1 W. Main St.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-289-7938
San Gabriel,重慶川菜,CHUNG KING RESTAURANT,1000 S. San Gabriel Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-286-0298
Los Angeles,聚豐園,PANDA INN,1000 Universal City Plaza #V1,RESTAURANTS-CHINESE FOOD,餐飲食品,818-487-6889
Monterey Park,利苑海鮮酒家,MONTEREY PALACE RESTAURANT,1001 E. Garvey Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-571-0888
W. Covina,世界海鮮自助餐,WORLD BUFFET,1003 S. Glendora Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-338-5273
El Monte,上海小廚,HO HO KITCHEN,10053 Valley Bl. #8,RESTAURANTS-CHINESE FOOD,餐飲食品,626-442-6689
Brea,吉祥樓,MAGIC WOK,1010 E. Imperial Hwy. #B4,RESTAURANTS-CHINESE FOOD,餐飲食品,714-990-8883
Los Angeles,寶記飯店,PAUL'S KITCHEN,1012 S. San Pedro St.,RESTAURANTS-CHINESE FOOD,餐飲食品,213-749-5004
El Monte,翠臨,YUMMI CHINESE FAST FOOD,10123 Valley Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-579-1266
El Monte,梁媽媽家,LIANG'S KITCHEN,10131 Valley Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-452-0548
Rowland Hts.,香蕉船,BANANA CAFE,1015 S. Nogales St. #108,RESTAURANTS-CHINESE FOOD,餐飲食品,626-965-3166
Rowland Hts.,三年2班,CLASS 302,1015 S. Nogales St. #125,RESTAURANTS-CHINESE FOOD,餐飲食品,626-965-5809
Rowland Hts.,凱悅大酒樓,HAPPY HARBOR RESTAURANT,1015 S. Nogales St. #126,RESTAURANTS-CHINESE FOOD,餐飲食品,626-965-2020
Rowland Hts.,新金城北方麵店,NEW GOLDEN CITY,1015 S. Nogales St. #128,RESTAURANTS-CHINESE FOOD,餐飲食品,626-965-6822
Rowland Hts.,永華川菜,GOLDEN CHINA RESTAURANT,1015 S. Nogales St. #129,RESTAURANTS-CHINESE FOOD,餐飲食品,626-964-8800
Rowland Hts.,新世紀雲南過橋米線,BEST HOUSE NOODLE,1015 S. Nogales St. #130,RESTAURANTS-CHINESE FOOD,餐飲食品,626-964-6018
Rowland Hts.,湖南小館,HUNAN RESTAURANT,1015 S. Nogales St. #131,RESTAURANTS-CHINESE FOOD,餐飲食品,626-964-8458
